name,state,revenue,federal_revenue,state_revenue,local_revenue,expenses
WAYNE COUNTY SCHOOLS,West Virginia,82860,8683,54920,19257,81979
WEBSTER COUNTY SCHOOLS,West Virginia,17573,2728,12804,2041,17228
WETZEL COUNTY SCHOOLS,West Virginia,39670,3339,16218,20113,37250
WIRT COUNTY SCHOOLS,West Virginia,12358,1408,9284,1666,12281
WOOD COUNTY SCHOOLS,West Virginia,151194,13381,95180,42633,150029
WYOMING COUNTY SCHOOLS,West Virginia,64116,3075,44548,16493,63178
REGIONAL EDUCATION SERVICE AGENCY 1,West Virginia,5971,2004,1952,2015,5672
REGIONAL EDUCATION SERVICE AGENCY 2,West Virginia,3168,473,1326,1369,2795
REGIONAL EDUCATION SERVICE AGENCY 3,West Virginia,9333,1837,5762,1734,8560
REGIONAL EDUCATION SERVICE AGENCY 4,West Virginia,3453,1907,964,582,2894
REGIONAL EDUCATION SERVICE AGENCY 5,West Virginia,6188,1189,1734,3265,5878
REGIONAL EDUCATION SERVICE AGENCY 6,West Virginia,5026,709,1370,2947,4896
REGIONAL EDUCATION SERVICE AGENCY 7,West Virginia,8722,2115,2340,4267,8893
REGIONAL EDUCATION SERVICE AGENCY 8,West Virginia,11677,5922,1598,4157,11239
LAKE COUNTRY SCHOOL DISTRICT,Wisconsin,6355,275,438,5642,6468
BLAIR-TAYLOR SCHOOL DISTRICT,Wisconsin,9345,745,4166,4434,17524
RIVER RIDGE SCHOOL DISTRICT,Wisconsin,7787,601,3744,3442,7601
BROWN CO CDEB,Wisconsin,6883,423,2881,3579,6676
WALWORTH CO CDEB,Wisconsin,12052,47,4805,7200,11213
ABBOTSFORD SCHOOL DISTRICT,Wisconsin,9464,732,5796,2936,8505
CALUMET CO CDEB,Wisconsin,1759,0,554,1205,1812
TREVOR-WILMOT CONSOLIDATED SCHOOL DISTRICT,Wisconsin,8841,384,4205,4252,8042
GRESHAM SCHOOL DISTRICT,Wisconsin,4110,427,2010,1673,4006
CHEQUAMEGON SCHOOL DISTRICT,Wisconsin,12184,1489,4057,6638,10677
ADAMS-FRIENDSHIP AREA SCHOOL DISTRICT,Wisconsin,23534,2589,6398,14547,22065
CHETEK-WEYERHAEUSER AREA SCHOOL DISTRICT,Wisconsin,16110,1077,5130,9903,14521
ALBANY SCHOOL DISTRICT,Wisconsin,6047,450,2688,2909,5898
ALGOMA SCHOOL DISTRICT,Wisconsin,7891,529,3857,3505,7519
ALMA SCHOOL DISTRICT,Wisconsin,3475,226,1166,2083,3416
ALMA CENTER SCHOOL DISTRICT,Wisconsin,8446,638,4908,2900,8147
ALMOND-BANCROFT SCHOOL DISTRICT,Wisconsin,6356,435,3594,2327,6065
ALTOONA SCHOOL DISTRICT,Wisconsin,19932,1197,11754,6981,19234
AMERY SCHOOL DISTRICT,Wisconsin,22374,1212,10090,11072,20602
TOMORROW RIVER SCHOOL DISTRICT,Wisconsin,12405,761,6289,5355,19003
ANTIGO UNIFIED SCHOOL DISTRICT,Wisconsin,30737,2566,17228,10943,30602
APPLETON AREA SCHOOL DISTRICT,Wisconsin,179880,11483,86629,81768,176971
ARCADIA SCHOOL DISTRICT,Wisconsin,15096,975,9250,4871,15045
ARGYLE SCHOOL DISTRICT,Wisconsin,4435,279,2451,1705,4075
ASHLAND SCHOOL DISTRICT,Wisconsin,26896,3000,16784,7112,26373
ASHWAUBENON SCHOOL DISTRICT,Wisconsin,36510,1520,8456,26534,36220
ATHENS SCHOOL DISTRICT,Wisconsin,7049,856,3630,2563,6847
AUBURNDALE SCHOOL DISTRICT,Wisconsin,11268,491,6437,4340,10592
AUGUSTA SCHOOL DISTRICT,Wisconsin,10172,1110,4888,4174,9598
BALDWIN-WOODVILLE AREA SCHOOL DISTRICT,Wisconsin,20040,738,11989,7313,20321
UNITY SCHOOL DISTRICT,Wisconsin,15826,1153,2281,12392,14998
BANGOR SCHOOL DISTRICT,Wisconsin,8224,438,4291,3495,7577
BARABOO SCHOOL DISTRICT,Wisconsin,35526,2274,17146,16106,37029
BARNEVELD SCHOOL DISTRICT,Wisconsin,5749,320,2809,2620,5453
BARRON AREA SCHOOL DISTRICT,Wisconsin,21904,1752,13502,6650,20218
BAYFIELD SCHOOL DISTRICT,Wisconsin,10087,2303,1198,6586,10761
BEAVER DAM UNIFIED SCHOOL DISTRICT,Wisconsin,42671,3524,23227,15920,46093
BELLEVILLE SCHOOL DISTRICT,Wisconsin,12210,434,5885,5891,11678
BELMONT COMMUNITY SCHOOL DISTRICT,Wisconsin,4646,320,2238,2088,4516
BELOIT SCHOOL DISTRICT,Wisconsin,100749,10749,68996,21004,135887
BELOIT TURNER SCHOOL DISTRICT,Wisconsin,17988,942,9533,7513,17284
BENTON SCHOOL DISTRICT,Wisconsin,3918,333,2239,1346,4099
BERLIN AREA SCHOOL DISTRICT,Wisconsin,20736,1464,11019,8253,22560
BIRCHWOOD SCHOOL DISTRICT,Wisconsin,5311,656,490,4165,5069
WISCONSIN HEIGHTS SCHOOL DISTRICT,Wisconsin,11183,467,2494,8222,10183
BLACK RIVER FALLS SCHOOL DISTRICT,Wisconsin,21855,1973,11740,8142,21137
PECATONICA AREA SCHOOL DISTRICT,Wisconsin,6370,338,2934,3098,6157
BLOOMER SCHOOL DISTRICT,Wisconsin,16602,831,7703,8068,19033
BONDUEL SCHOOL DISTRICT,Wisconsin,11678,843,5398,5437,11130
BOSCOBEL AREA SCHOOL DISTRICT,Wisconsin,10298,930,6787,2581,10286
NORTH LAKELAND SCHOOL DISTRICT,Wisconsin,5101,214,343,4544,6178
BOWLER SCHOOL DISTRICT,Wisconsin,6454,1144,3614,1696,6357
BOYCEVILLE COMMUNITY SCHOOL DISTRICT,Wisconsin,10642,727,6228,3687,9711
BRIGHTON #1 SCHOOL DISTRICT,Wisconsin,2345,114,418,1813,2602
BRILLION SCHOOL DISTRICT,Wisconsin,11813,579,6103,5131,10261
BRISTOL #1 SCHOOL DISTRICT,Wisconsin,8104,357,3195,4552,10375
BRODHEAD SCHOOL DISTRICT,Wisconsin,12545,688,7347,4510,12137
ELMBROOK SCHOOL DISTRICT,Wisconsin,98467,3028,10698,84741,95889
BROWN DEER SCHOOL DISTRICT,Wisconsin,23976,1140,7029,15807,28986
BRUCE SCHOOL DISTRICT,Wisconsin,7191,707,3070,3414,6775
BURLINGTON AREA SCHOOL DISTRICT,Wisconsin,42102,2226,17171,22705,39872
BUTTERNUT SCHOOL DISTRICT,Wisconsin,3267,273,964,2030,3074
CADOTT COMMUNITY SCHOOL DISTRICT,Wisconsin,11451,815,5833,4803,18113
CAMBRIA-FRIESLAND SCHOOL DISTRICT,Wisconsin,5548,367,2305,2876,5509
CAMBRIDGE SCHOOL DISTRICT,Wisconsin,12871,435,3991,8445,14903
CAMERON SCHOOL DISTRICT,Wisconsin,12771,635,6569,5567,15183
CAMPBELLSPORT SCHOOL DISTRICT,Wisconsin,17488,676,6932,9880,16149
CASHTON SCHOOL DISTRICT,Wisconsin,8588,886,4676,3026,10917
CASSVILLE SCHOOL DISTRICT,Wisconsin,3563,274,1186,2103,3621
CEDAR GROVE-BELGIUM AREA SCHOOL DISTRICT,Wisconsin,12788,386,6109,6293,12156
CEDARBURG SCHOOL DISTRICT,Wisconsin,35349,979,10221,24149,33598
CHILTON SCHOOL DISTRICT,Wisconsin,14708,586,7097,7025,13215
CHIPPEWA FALLS AREA UNIFIED SCHOOL DISTRICT,Wisconsin,58491,3508,30124,24859,59612
CLAYTON SCHOOL DISTRICT,Wisconsin,5573,455,3036,2082,5162
CLEAR LAKE SCHOOL DISTRICT,Wisconsin,8703,509,4970,3224,15032
CLINTON COMMUNITY SCHOOL DISTRICT,Wisconsin,14910,699,8033,6178,13891
CLINTONVILLE SCHOOL DISTRICT,Wisconsin,19791,1494,10758,7539,18600
COCHRANE-FOUNTAIN CITY SCHOOL DISTRICT,Wisconsin,8501,451,4050,4000,7999
COLBY SCHOOL DISTRICT,Wisconsin,12266,1130,7365,3771,12020
COLEMAN SCHOOL DISTRICT,Wisconsin,8907,577,3520,4810,8602
COLFAX SCHOOL DISTRICT,Wisconsin,9598,700,5581,3317,11117
COLUMBUS SCHOOL DISTRICT,Wisconsin,15694,935,6374,8385,15171
CORNELL SCHOOL DISTRICT,Wisconsin,6905,658,3204,3043,5406
CRANDON SCHOOL DISTRICT,Wisconsin,12124,1625,3249,7250,12530
CRIVITZ SCHOOL DISTRICT,Wisconsin,9465,656,1104,7705,8261
CUBA CITY SCHOOL DISTRICT,Wisconsin,8988,726,4043,4219,8970
CUDAHY SCHOOL DISTRICT,Wisconsin,35773,2326,18863,14584,38941
CUMBERLAND SCHOOL DISTRICT,Wisconsin,14870,1271,4538,9061,15107
DARLINGTON COMMUNITY SCHOOL DISTRICT,Wisconsin,9968,620,5287,4061,9493
DE FOREST AREA SCHOOL DISTRICT,Wisconsin,43414,1719,18349,23346,39746
DE PERE SCHOOL DISTRICT,Wisconsin,49144,1669,22590,24885,44813
DE SOTO AREA SCHOOL DISTRICT,Wisconsin,8200,593,3336,4271,11930
DEERFIELD COMMUNITY SCHOOL DISTRICT,Wisconsin,11429,368,5401,5660,10628
KETTLE MORAINE SCHOOL DISTRICT,Wisconsin,52353,2071,10838,39444,47286
DELAVAN-DARIEN SCHOOL DISTRICT,Wisconsin,31421,2650,11918,16853,31208
DENMARK SCHOOL DISTRICT,Wisconsin,17018,799,9099,7120,16058
DODGEVILLE SCHOOL DISTRICT,Wisconsin,17921,905,7647,9369,17989
DOVER #1 SCHOOL DISTRICT,Wisconsin,1691,42,802,847,1731
DRUMMOND AREA SCHOOL DISTRICT,Wisconsin,6605,680,677,5248,5736
DURAND SCHOOL DISTRICT,Wisconsin,13006,926,6270,5810,12953
NORTHLAND PINES SCHOOL DISTRICT,Wisconsin,24015,1298,1638,21079,21783
EAST TROY COMMUNITY SCHOOL DISTRICT,Wisconsin,20876,888,4442,15546,19498
EAU CLAIRE AREA SCHOOL DISTRICT,Wisconsin,138052,8688,67290,62074,137739
EDGAR SCHOOL DISTRICT,Wisconsin,9045,432,5258,3355,8547
EDGERTON SCHOOL DISTRICT,Wisconsin,22958,1075,10985,10898,26532
ELCHO SCHOOL DISTRICT,Wisconsin,6140,564,567,5009,5677
ELEVA-STRUM SCHOOL DISTRICT,Wisconsin,8559,537,4613,3409,8076
ELK MOUND AREA SCHOOL DISTRICT,Wisconsin,13271,638,8430,4203,12615
ELKHART LAKE-GLENBEULAH SCHOOL DISTRICT,Wisconsin,6883,277,771,5835,6637
ELKHORN AREA SCHOOL DISTRICT,Wisconsin,38430,1811,14923,21696,34966
ELLSWORTH COMMUNITY SCHOOL DISTRICT,Wisconsin,21140,1008,10408,9724,19887
ELMWOOD SCHOOL DISTRICT,Wisconsin,5338,271,2596,2471,5404
ROYALL SCHOOL DISTRICT,Wisconsin,9738,1421,5167,3150,8584
ERIN SCHOOL DISTRICT,Wisconsin,3709,124,611,2974,3715
EVANSVILLE COMMUNITY SCHOOL DISTRICT,Wisconsin,24020,922,13392,9706,22012
FALL CREEK SCHOOL DISTRICT,Wisconsin,10137,460,5893,3784,12501
FALL RIVER SCHOOL DISTRICT,Wisconsin,6750,420,3547,2783,6563
FENNIMORE COMMUNITY SCHOOL DISTRICT,Wisconsin,9125,739,5862,2524,9633
LAC DU FLAMBEAU #1 SCHOOL DISTRICT,Wisconsin,11770,3857,1546,6367,12087
FLORENCE COUNTY SCHOOL DISTRICT,Wisconsin,7867,581,1540,5746,7474
FOND DU LAC SCHOOL DISTRICT,Wisconsin,93061,6913,46498,39650,87913
FONTANA J8 SCHOOL DISTRICT,Wisconsin,4116,178,186,3752,3736
FORT ATKINSON SCHOOL DISTRICT,Wisconsin,37635,2094,17713,17828,35400
MAPLE DALE-INDIAN HILL SCHOOL DISTRICT,Wisconsin,8818,349,953,7516,8136
FOX POINT J2 SCHOOL DISTRICT,Wisconsin,12874,538,1985,10351,12532
FRANKLIN PUBLIC SCHOOL DISTRICT,Wisconsin,59424,1735,18136,39553,76996
FREDERIC SCHOOL DISTRICT,Wisconsin,6923,526,3018,3379,6542
NORTHERN OZAUKEE SCHOOL DISTRICT,Wisconsin,15290,392,3170,11728,14615
FREEDOM AREA SCHOOL DISTRICT,Wisconsin,19165,745,9980,8440,18515
GALESVILLE-ETTRICK-TREMPEALEAU SCHOOL DISTRICT,Wisconsin,17967,720,9452,7795,17761
NORTH CRAWFORD SCHOOL DISTRICT,Wisconsin,6529,891,3474,2164,6544
GENEVA J4 SCHOOL DISTRICT,Wisconsin,2806,128,53,2625,2400
GENOA CITY J2 SCHOOL DISTRICT,Wisconsin,8634,226,5028,3380,7230
GERMANTOWN SCHOOL DISTRICT,Wisconsin,47803,1690,14751,31362,45878
GIBRALTAR AREA SCHOOL DISTRICT,Wisconsin,10476,319,621,9536,11956
GILLETT SCHOOL DISTRICT,Wisconsin,8951,695,4661,3595,8451
GILMAN SCHOOL DISTRICT,Wisconsin,6169,701,2486,2982,5725
GILMANTON SCHOOL DISTRICT,Wisconsin,2671,157,1119,1395,2630
GLENDALE-RIVER HILLS SCHOOL DISTRICT,Wisconsin,15541,810,1435,13296,15425
NICOLET UHS SCHOOL DISTRICT,Wisconsin,23607,704,2220,20683,24626
GLENWOOD CITY SCHOOL DISTRICT,Wisconsin,9088,561,5341,3186,9550
GOODMAN-ARMSTRONG CREEK SCHOOL DISTRICT,Wisconsin,2148,152,397,1599,2174
GRAFTON SCHOOL DISTRICT,Wisconsin,27517,933,6693,19891,28017
GRANTON AREA SCHOOL DISTRICT,Wisconsin,4255,569,1793,1893,4101
GRANTSBURG SCHOOL DISTRICT,Wisconsin,15196,1053,5858,8285,13004
BLACK HAWK SCHOOL DISTRICT,Wisconsin,5363,473,2825,2065,5537
GREEN BAY AREA PUBLIC SCHOOL DISTRICT,Wisconsin,272190,29134,153360,89696,261921
GREEN LAKE SCHOOL DISTRICT,Wisconsin,5526,209,239,5078,5948
GREENDALE SCHOOL DISTRICT,Wisconsin,34166,1242,12741,20183,33474
GREENFIELD SCHOOL DISTRICT,Wisconsin,47298,2650,14462,30186,43724
GREENWOOD SCHOOL DISTRICT,Wisconsin,6479,597,2477,3405,5906
WHITNALL SCHOOL DISTRICT,Wisconsin,27984,1325,7357,19302,27559
HAMILTON SCHOOL DISTRICT,Wisconsin,54820,1404,20940,32476,53984
SAINT CROIX CENTRAL SCHOOL DISTRICT,Wisconsin,22114,665,11816,9633,26030
HARTFORD J1 SCHOOL DISTRICT,Wisconsin,24161,1085,12286,10790,22887
HARTFORD UHS SCHOOL DISTRICT,Wisconsin,20459,698,5908,13853,19356
HARTLAND-LAKESIDE J3 SCHOOL DISTRICT,Wisconsin,17639,689,4950,12000,17354
ARROWHEAD UHS SCHOOL DISTRICT,Wisconsin,30464,676,6747,23041,28269
HAYWARD COMMUNITY SCHOOL DISTRICT,Wisconsin,26144,3936,2516,19692,23619
SOUTHWESTERN WISCONSIN SCHOOL DISTRICT,Wisconsin,6843,409,4002,2432,6631
HERMAN #22 SCHOOL DISTRICT,Wisconsin,1267,49,272,946,1209
HIGHLAND SCHOOL DISTRICT,Wisconsin,4905,646,2457,1802,4269
HILBERT SCHOOL DISTRICT,Wisconsin,5979,260,2725,2994,5731
HILLSBORO SCHOOL DISTRICT,Wisconsin,7457,931,3932,2594,7613
HOLMEN SCHOOL DISTRICT,Wisconsin,51454,2474,29559,19421,48761
HORICON SCHOOL DISTRICT,Wisconsin,10553,600,4974,4979,11671
HORTONVILLE AREA SCHOOL DISTRICT,Wisconsin,40791,1225,20128,19438,51820
HOWARD-SUAMICO SCHOOL DISTRICT,Wisconsin,66412,2192,36841,27379,63583
HOWARDS GROVE SCHOOL DISTRICT,Wisconsin,11014,371,5091,5552,10630
HUDSON SCHOOL DISTRICT,Wisconsin,65549,1776,29896,33877,59689
HURLEY SCHOOL DISTRICT,Wisconsin,8066,565,3465,4036,8159
HUSTISFORD SCHOOL DISTRICT,Wisconsin,5405,240,1671,3494,5448
INDEPENDENCE SCHOOL DISTRICT,Wisconsin,5686,409,2922,2355,5045
IOLA-SCANDINAVIA SCHOOL DISTRICT,Wisconsin,9428,502,3929,4997,8991
IOWA-GRANT SCHOOL DISTRICT,Wisconsin,9834,568,5781,3485,9842
ITHACA SCHOOL DISTRICT,Wisconsin,5137,345,2701,2091,6993
JANESVILLE SCHOOL DISTRICT,Wisconsin,125045,10176,72937,41932,121634
JEFFERSON SCHOOL DISTRICT,Wisconsin,27517,1489,12822,13206,25225
JOHNSON CREEK SCHOOL DISTRICT,Wisconsin,9052,587,4039,4426,9207
JUDA SCHOOL DISTRICT,Wisconsin,4147,234,1950,1963,3973
DODGELAND SCHOOL DISTRICT,Wisconsin,12522,594,6554,5374,11620
KAUKAUNA AREA SCHOOL DISTRICT,Wisconsin,49372,2149,27428,19795,47451
KENOSHA SCHOOL DISTRICT,Wisconsin,288779,24308,163044,101427,267078
KEWASKUM SCHOOL DISTRICT,Wisconsin,22864,863,8656,13345,21372
KEWAUNEE SCHOOL DISTRICT,Wisconsin,12100,763,5754,5583,11249
KIEL AREA SCHOOL DISTRICT,Wisconsin,17095,852,8124,8119,18662
KIMBERLY AREA SCHOOL DISTRICT,Wisconsin,54220,1614,30097,22509,50634
KOHLER SCHOOL DISTRICT,Wisconsin,9285,123,854,8308,8091
LA CROSSE SCHOOL DISTRICT,Wisconsin,98559,8605,36434,53520,114787
LA FARGE SCHOOL DISTRICT,Wisconsin,4234,405,2241,1588,4044
LADYSMITH SCHOOL DISTRICT,Wisconsin,14221,1402,8043,4776,13335
LAKE GENEVA J1 SCHOOL DISTRICT,Wisconsin,27352,1587,8380,17385,26436
LAKE GENEVA-GENOA CITY UHS SCHOOL DISTRICT,Wisconsin,24173,903,1936,21334,20864
LAKE HOLCOMBE SCHOOL DISTRICT,Wisconsin,6158,414,823,4921,5264
LAKE MILLS AREA SCHOOL DISTRICT,Wisconsin,18221,715,7146,10360,31254
LANCASTER COMMUNITY SCHOOL DISTRICT,Wisconsin,11831,812,6658,4361,11853
LAONA SCHOOL DISTRICT,Wisconsin,3907,335,1010,2562,3664
LENA SCHOOL DISTRICT,Wisconsin,5691,292,2978,2421,5225
LINN J4 SCHOOL DISTRICT,Wisconsin,2312,81,100,2131,1917
LINN J6 SCHOOL DISTRICT,Wisconsin,2144,78,77,1989,4022
RICHMOND SCHOOL DISTRICT,Wisconsin,6354,184,2710,3460,5747
LITTLE CHUTE AREA SCHOOL DISTRICT,Wisconsin,18194,1349,10630,6215,17182
LODI SCHOOL DISTRICT,Wisconsin,20986,1028,6496,13462,18865
LOMIRA SCHOOL DISTRICT,Wisconsin,13714,872,7175,5667,13524
LOYAL SCHOOL DISTRICT,Wisconsin,7359,737,4156,2466,7360
LUCK SCHOOL DISTRICT,Wisconsin,6606,497,2412,3697,7124
LUXEMBURG-CASCO SCHOOL DISTRICT,Wisconsin,21352,1080,11738,8534,20637
MADISON METROPOLITAN SCHOOL DISTRICT,Wisconsin,392521,32283,86760,273478,403918
MANAWA SCHOOL DISTRICT,Wisconsin,9283,479,4819,3985,8550
MANITOWOC SCHOOL DISTRICT,Wisconsin,62763,4587,34173,24003,60771
MAPLE SCHOOL DISTRICT,Wisconsin,19160,1158,6654,11348,17698
MARATHON CITY SCHOOL DISTRICT,Wisconsin,8812,518,3838,4456,8279
MARINETTE SCHOOL DISTRICT,Wisconsin,27086,2118,14639,10329,25503
MARION SCHOOL DISTRICT,Wisconsin,6135,463,3086,2586,5884
MARKESAN SCHOOL DISTRICT,Wisconsin,11634,805,2901,7928,10218
MARSHALL SCHOOL DISTRICT,Wisconsin,16359,699,9627,6033,14619
MARSHFIELD UNIFIED SCHOOL DISTRICT,Wisconsin,48927,2760,23080,23087,47364
MAUSTON SCHOOL DISTRICT,Wisconsin,22056,1643,9677,10736,19506
MAYVILLE SCHOOL DISTRICT,Wisconsin,15337,799,7502,7036,14178
MCFARLAND SCHOOL DISTRICT,Wisconsin,41175,1104,12213,27858,39084
MEDFORD AREA PUBLIC SCHOOL DISTRICT,Wisconsin,24334,1749,13552,9033,24405
MELLEN SCHOOL DISTRICT,Wisconsin,4069,500,2147,1422,4067
MELROSE-MINDORO SCHOOL DISTRICT,Wisconsin,9842,714,5256,3872,9550
MENASHA JOINT SCHOOL DISTRICT,Wisconsin,48361,4155,27570,16636,51754
MENOMONEE FALLS SCHOOL DISTRICT,Wisconsin,56927,1776,9931,45220,54078
MENOMINEE INDIAN SCHOOL DISTRICT,Wisconsin,18982,7664,7516,3802,18343
MENOMONIE AREA SCHOOL DISTRICT,Wisconsin,42927,3222,20612,19093,47887
MEQUON-THIENSVILLE SCHOOL DISTRICT,Wisconsin,46513,1171,4396,40946,44632
MERCER SCHOOL DISTRICT,Wisconsin,3395,310,184,2901,2827
MERRILL AREA SCHOOL DISTRICT,Wisconsin,39962,3219,20083,16660,36852
SWALLOW SCHOOL DISTRICT,Wisconsin,7270,185,990,6095,6807
NORTH LAKE SCHOOL DISTRICT,Wisconsin,4784,171,1282,3331,4493
MERTON COMMUNITY SCHOOL DISTRICT,Wisconsin,10790,142,4863,5785,9522
STONE BANK SCHOOL DISTRICT,Wisconsin,4854,188,230,4436,4487
MIDDLETON-CROSS PLAINS AREA SCHOOL DISTRICT,Wisconsin,86311,2963,14733,68615,124706
MILTON SCHOOL DISTRICT,Wisconsin,41171,1459,20622,19090,39690
MILWAUKEE SCHOOL DISTRICT,Wisconsin,1165993,189945,640584,335464,1148215
LAKELAND UHS SCHOOL DISTRICT,Wisconsin,14288,817,883,12588,13208
MINERAL POINT UNIFIED SCHOOL DISTRICT,Wisconsin,10375,423,5429,4523,10825
MINOCQUA J1 SCHOOL DISTRICT,Wisconsin,9415,810,890,7715,8640
NORTHWOOD SCHOOL DISTRICT,Wisconsin,6209,793,534,4882,5348
MISHICOT SCHOOL DISTRICT,Wisconsin,11015,740,4898,5377,10646
MONDOVI SCHOOL DISTRICT,Wisconsin,12313,802,7167,4344,11732
MONONA GROVE SCHOOL DISTRICT,Wisconsin,43223,1595,12676,28952,45133
MONROE SCHOOL DISTRICT,Wisconsin,34342,2401,17986,13955,33992
MONTELLO SCHOOL DISTRICT,Wisconsin,9505,1256,2001,6248,9607
MONTICELLO SCHOOL DISTRICT,Wisconsin,5740,269,2517,2954,5053
MOSINEE SCHOOL DISTRICT,Wisconsin,25129,1170,12913,11046,23970
MOUNT HOREB AREA SCHOOL DISTRICT,Wisconsin,28646,851,12682,15113,28281
MUKWONAGO SCHOOL DISTRICT,Wisconsin,56230,1873,20856,33501,52738
RIVERDALE SCHOOL DISTRICT,Wisconsin,9717,856,5266,3595,8714
MUSKEGO-NORWAY SCHOOL DISTRICT,Wisconsin,60446,1863,21914,36669,57102
NECEDAH AREA SCHOOL DISTRICT,Wisconsin,10653,789,3621,6243,9614
NEENAH JOINT SCHOOL DISTRICT,Wisconsin,72617,4087,33508,35022,72845
NEILLSVILLE SCHOOL DISTRICT,Wisconsin,12751,851,6201,5699,12231
NEKOOSA SCHOOL DISTRICT,Wisconsin,17744,1326,4317,12101,16141
NEOSHO J3 SCHOOL DISTRICT,Wisconsin,2565,140,1116,1309,2648
NEW AUBURN SCHOOL DISTRICT,Wisconsin,4966,444,934,3588,5723
NEW BERLIN SCHOOL DISTRICT,Wisconsin,60206,1938,6945,51323,61454
NEW GLARUS SCHOOL DISTRICT,Wisconsin,11779,426,5606,5747,11225
NEW HOLSTEIN SCHOOL DISTRICT,Wisconsin,14007,635,6087,7285,13823
NEW LISBON SCHOOL DISTRICT,Wisconsin,9041,1033,3590,4418,8495
NEW LONDON SCHOOL DISTRICT,Wisconsin,30232,1746,16117,12369,27476
NEW RICHMOND SCHOOL DISTRICT,Wisconsin,40829,1524,22516,16789,38743
NIAGARA SCHOOL DISTRICT,Wisconsin,5396,424,3106,1866,5502
NORRIS SCHOOL DISTRICT,Wisconsin,2461,122,366,1973,2674
NORTH FOND DU LAC SCHOOL DISTRICT,Wisconsin,16368,1107,8425,6836,15472
NORWALK-ONTARIO-WILTON SCHOOL DISTRICT,Wisconsin,9730,992,6052,2686,9257
NORWAY J7 SCHOOL DISTRICT,Wisconsin,1268,74,283,911,1237
OAK CREEK-FRANKLIN JOINT SCHOOL DISTRICT,Wisconsin,73776,3087,32249,38440,70152
OAKFIELD SCHOOL DISTRICT,Wisconsin,7041,299,3402,3340,6617
OCONOMOWOC AREA SCHOOL DISTRICT,Wisconsin,67053,2628,11261,53164,64097
OCONTO UNIFIED SCHOOL DISTRICT,Wisconsin,17650,1080,8338,8232,16886
OCONTO FALLS PUBLIC SCHOOL DISTRICT,Wisconsin,24004,1220,12087,10697,22714
OMRO SCHOOL DISTRICT,Wisconsin,15633,827,8478,6328,15032
ONALASKA SCHOOL DISTRICT,Wisconsin,36924,1727,15099,20098,35961
OOSTBURG SCHOOL DISTRICT,Wisconsin,11819,461,5421,5937,11068
OREGON SCHOOL DISTRICT,Wisconsin,50146,1470,20985,27691,46881
PARKVIEW SCHOOL DISTRICT,Wisconsin,11616,711,6220,4685,11865
OSCEOLA SCHOOL DISTRICT,Wisconsin,21797,1206,11705,8886,23983
OSHKOSH AREA SCHOOL DISTRICT,Wisconsin,114443,7128,59372,47943,123729
OSSEO-FAIRCHILD SCHOOL DISTRICT,Wisconsin,13056,821,7291,4944,11723
OWEN-WITHEE SCHOOL DISTRICT,Wisconsin,6632,694,4008,1930,6802
PALMYRA-EAGLE AREA SCHOOL DISTRICT,Wisconsin,15814,443,6104,9267,16614
PARDEEVILLE AREA SCHOOL DISTRICT,Wisconsin,11438,600,4439,6399,11114
PARIS J1 SCHOOL DISTRICT,Wisconsin,3392,166,389,2837,2882
BEECHER-DUNBAR-PEMBINE SCHOOL DISTRICT,Wisconsin,4027,288,508,3231,3783
PEPIN AREA SCHOOL DISTRICT,Wisconsin,4522,178,755,3589,4157
PESHTIGO SCHOOL DISTRICT,Wisconsin,14012,660,8809,4543,13612
PEWAUKEE SCHOOL DISTRICT,Wisconsin,34115,994,2618,30503,31483
PHELPS SCHOOL DISTRICT,Wisconsin,3449,156,219,3074,2962
PHILLIPS SCHOOL DISTRICT,Wisconsin,9926,653,3355,5918,9327
PITTSVILLE SCHOOL DISTRICT,Wisconsin,8164,494,3995,3675,7904
TRI-COUNTY AREA SCHOOL DISTRICT,Wisconsin,8573,816,4165,3592,8605
PLATTEVILLE SCHOOL DISTRICT,Wisconsin,18963,1226,8314,9423,17930
PLUM CITY SCHOOL DISTRICT,Wisconsin,3637,200,1830,1607,3434
PLYMOUTH JOINT SCHOOL DISTRICT,Wisconsin,27808,1231,11546,15031,26281
PORT EDWARDS SCHOOL DISTRICT,Wisconsin,6080,323,2912,2845,6078
PORT WASHINGTON-SAUKVILLE SCHOOL DISTRICT,Wisconsin,32397,1283,14326,16788,33049
SOUTH SHORE SCHOOL DISTRICT,Wisconsin,3814,313,506,2995,3330
PORTAGE COMMUNITY SCHOOL DISTRICT,Wisconsin,30386,1679,15703,13004,30004
POTOSI SCHOOL DISTRICT,Wisconsin,5192,398,2815,1979,4945
POYNETTE SCHOOL DISTRICT,Wisconsin,13553,544,5695,7314,13238
PRAIRIE DU CHIEN AREA SCHOOL DISTRICT,Wisconsin,15162,1197,8254,5711,14024
PRAIRIE FARM PUBLIC SCHOOL DISTRICT,Wisconsin,5033,280,2906,1847,4964
PRENTICE SCHOOL DISTRICT,Wisconsin,6076,406,2067,3603,5684
PRESCOTT SCHOOL DISTRICT,Wisconsin,17051,630,8377,8044,16890
PRINCETON SCHOOL DISTRICT,Wisconsin,5466,358,762,4346,5126
PULASKI COMMUNITY SCHOOL DISTRICT,Wisconsin,45819,1979,25260,18580,46708
RACINE UNIFIED SCHOOL DISTRICT,Wisconsin,267695,30385,150592,86718,287525
