name,state,revenue,federal_revenue,state_revenue,local_revenue,expenses
DEVELOPING INNOVATIONS IN NAVAJO EDUCATION  INC. (DINE  INC.,Arizona,200,0,200,0,208
YAVAPAI ACCOMMODATION SCHOOL DISTRICT,Arizona,1167,8,797,362,1200
COBRE VALLEY INSTITUTE OF TECHNOLOGY DISTRICT,Arizona,1130,7,932,191,995
KHALSA FAMILY SERVICES,Arizona,1700,21,1679,0,1744
APRENDER TUCSON,Arizona,1770,220,1536,14,1902
ACORN MONTESSORI CHARTER SCHOOL,Arizona,2701,186,2495,20,2795
PINNACLE EDUCATION-WMCB  INC.,Arizona,478,0,478,0,569
DESERT ROSE ACADEMY INC.,Arizona,1594,0,1594,0,1305
CROWN CHARTER SCHOOL  INC,Arizona,2062,69,1993,0,1899
SUCCESS SCHOOL,Arizona,5239,410,4739,90,5240
POINTE EDUCATIONAL SERVICES,Arizona,10251,151,10100,0,23450
A CENTER FOR CREATIVE EDUCATION,Arizona,403,6,397,0,456
PRIMAVERA TECHNICAL LEARNING CENTER,Arizona,35837,364,32458,3015,26003
COMPASS HIGH SCHOOL  INC.,Arizona,2941,0,2941,0,3313
JAMES SANDOVAL PREPARATORY HIGH SCHOOL,Arizona,1129,329,800,0,1073
WESTWIND MIDDLE SCHOOL ACADEMY,Arizona,184,16,168,0,231
ACCELERATED LEARNING CHARTER SCHOOL  INC.,Arizona,529,26,503,0,665
DESTINY SCHOOL  INC.,Arizona,2730,841,1882,7,2729
NOAH WEBSTER BASIC SCHOOL,Arizona,6266,342,5835,89,8264
VALLEY ACADEMY FOR CAREER AND TECHNOLOGY EDUCATION,Arizona,1380,174,554,652,1361
GRIFFIN FOUNDATION  INC. THE,Arizona,2505,258,2240,7,2200
PATHWAYS KM CHARTER SCHOOLS  INC,Arizona,342,21,321,0,322
COCHISE TECHNOLOGY DISTRICT,Arizona,3003,78,2568,357,3246
COCONINO ASSOCIATION FOR VOCATION INDUSTRY AND TECHNOLOGY,Arizona,2410,4,1323,1083,2333
CENTRAL ARIZONA VALLEY INSTITUTE OF TECHNOLOGY,Arizona,4031,67,2911,1053,3246
GILA INSTITUTE FOR TECHNOLOGY,Arizona,1698,104,1284,310,1664
PEAK SCHOOL INC.  THE,Arizona,1076,117,958,1,1175
KAIZEN EDUCATION FOUNDATION DBA VISTA GROVE PREPARATORY ACAD,Arizona,601,62,539,0,526
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. ESTRELLA HIGH SCH,Arizona,2785,191,2591,3,2852
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. PEORIA ACCELERATE,Arizona,3770,235,3532,3,3670
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SUN VALLEY HIGH S,Arizona,4441,187,4254,0,4358
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. WEST PHOENIX HIGH,Arizona,4156,355,3801,0,4266
NOSOTROS  INC,Arizona,1547,200,1347,0,1714
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. APACHE TRAIL HIGH,Arizona,1513,85,1428,0,1408
CHALLENGER BASIC SCHOOL  INC.,Arizona,1985,0,1949,36,1614
SIERRA OAKS SCHOOL  INC,Arizona,240,33,207,0,274
ARIZONA COMMUNITY DEVELOPMENT CORPORATION,Arizona,13340,2004,11251,85,12124
SC JENSEN CORPORATION  INC. DBA INTELLI-SCHOOL,Arizona,623,38,585,0,678
PAS CHARTER  INC.  DBA INTELLI-SCHOOL,Arizona,1745,80,1665,0,1198
VALLEY OF THE SUN WALDORF EDUCATION ASSOCIATION  DBA DESERT,Arizona,1895,27,1868,0,2028
PIMA PREVENTION PARTNERSHIP DBA PIMA PARTNERSHIP SCHOOL  THE,Arizona,3917,1578,2338,1,2593
ACADEMY OF MATHEMATICS AND SCIENCE  INC.,Arizona,2765,340,2372,53,3151
MIDTOWN PRIMARY SCHOOL,Arizona,731,73,656,2,813
TUCSON INTERNATIONAL ACADEMY  INC.,Arizona,3648,287,3356,5,4297
BELL CANYON CHARTER SCHOOL  INC,Arizona,2917,332,2556,29,3062
SIERRA VISTA CHARTER SCHOOL  INC.,Arizona,2019,157,1848,14,2694
CORTEZ PARK CHARTER MIDDLE SCHOOL  INC.,Arizona,1843,284,1559,0,1559
WEST GILBERT CHARTER MIDDLE SCHOOL  INC.,Arizona,773,48,717,8,632
CARPE DIEM COLLEGIATE HIGH SCHOOL,Arizona,1808,127,1681,0,2001
CPLC COMMUNITY SCHOOLS DBA TOLTECALLI HIGH SCHOOL,Arizona,1394,34,1360,0,1374
LIFE SKILLS CENTER OF ARIZONA  INC.,Arizona,2066,0,2066,0,2403
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. DESERT HILLS HIGH,Arizona,2381,153,2222,6,2950
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. CRESTVIEW COLLEGE,Arizona,1906,171,1735,0,2126
KAIZEN EDUCATION FOUNDATION DBA SUMMIT HIGH SCHOOL,Arizona,2946,124,2822,0,2571
KAIZEN EDUCATION FOUNDATION DBA TEMPE ACCELERATED HIGH SCHOO,Arizona,1125,51,1073,1,1223
KAIZEN EDUCATION FOUNDATION DBA SKYVIEW HIGH SCHOOL,Arizona,1004,45,957,2,1081
KAIZEN EDUCATION FOUNDATION DBA MAYA HIGH SCHOOL,Arizona,3403,178,3225,0,3083
CAMELBACK EDUCATION  INC,Arizona,3377,123,3240,14,4408
VISTA CHARTER SCHOOL,Arizona,118,0,118,0,129
LIFELONG LEARNING RESEARCH INSTITUTE  INC.,Arizona,354,0,331,23,469
AVONDALE LEARNING DBA PRECISION ACADEMY,Arizona,807,0,807,0,678
LEAD CHARTER SCHOOLS,Arizona,3690,188,3488,14,3629
ALL ABOARD CHARTER SCHOOL,Arizona,792,52,705,35,821
CAFA  INC. DBA LEARNING FOUNDATION PERFORMING ARTS SCHOOL,Arizona,1325,96,1227,2,1537
FOUNDING FATHERS ACADEMIES  INC,Arizona,1411,128,1277,6,1511
MONTESSORI ACADEMY  INC.,Arizona,2014,33,1300,681,2604
NEW WORLD EDUCATIONAL CENTER,Arizona,1583,118,1460,5,1572
CHOLLA ACADEMY,Arizona,1685,0,1683,2,1947
AKIMEL O OTHAM PEE POSH CHARTER SCHOOL  INC.,Arizona,357,248,109,0,352
AKIMEL O'OTHAM PEE POSH CHARTER SCHOOL  INC.,Arizona,1702,742,960,0,1002
CORNERSTONE CHARTER SCHOOL INC,Arizona,1731,17,1714,0,1787
HAPPY VALLEY SCHOOL  INC.,Arizona,4444,65,3937,442,4165
TUCSON SMALL SCHOOL PROJECT,Arizona,1605,176,1424,5,1699
SATORI  INC.,Arizona,1287,0,1267,20,1348
MOHAVE ACCELERATED ELEMENTARY SCHOOL  INC.,Arizona,2419,0,2419,0,2182
ACADEMY OF BUILDING INDUSTRIES  INC.,Arizona,953,78,875,0,834
ARIZONA MONTESSORI CHARTER SCHOOL AT ANTHEM,Arizona,1908,93,1797,18,1932
STARSHINE ACADEMY,Arizona,2939,144,2643,152,10180
ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.,Arizona,2953,234,2719,0,2221
AHWATUKEE FOOTHILLS PREP  INC.,Arizona,1876,126,1742,8,2762
GILA COUNTY REGIONAL SCHOOL DISTRICT,Arizona,1424,282,873,269,1218
PILLAR CHARTER SCHOOL,Arizona,261,0,261,0,374
ESPERANZA COMMUNITY COLLEGIAL ACADEMY,Arizona,234,0,234,0,262
LEGACY EDUCATION GROUP,Arizona,1373,407,966,0,1542
ROSEFIELD CHARTER ELEMENTARY SCHOOL  INC.,Arizona,4698,337,4361,0,4654
EAST MESA CHARTER ELEMENTARY SCHOOL  INC.,Arizona,4326,544,3733,49,4111
ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.,Arizona,1491,35,1456,0,1288
ARIZONA CONNECTIONS ACADEMY CHARTER SCHOOL  INC.,Arizona,12199,561,11638,0,12324
COUNTRY GARDENS CHARTER SCHOOLS,Arizona,2577,181,2396,0,2549
A CHILD'S VIEW SCHOOL  INC.,Arizona,301,0,301,0,285
PORTABLE PRACTICAL EDUCATIONAL PREPARATION  INC. (PPEP  INC.,Arizona,33273,2602,30661,10,32912
EL PUEBLO INTEGRAL - TEACHING & LEARNING COLLABORATIVE,Arizona,493,0,493,0,675
IMAGINE CHARTER ELEMENTARY AT DESERT WEST  INC.,Arizona,5975,1005,4658,312,7722
DESERT STAR COMMUNITY SCHOOL  INC.,Arizona,1151,81,1070,0,1093
CHANDLER PREPARATORY ACADEMY,Arizona,4824,56,4748,20,5442
IMAGINE MIDDLE AT SURPRISE  INC.,Arizona,2045,144,1901,0,2940
IMAGINE MIDDLE AT EAST MESA  INC.,Arizona,852,55,793,4,767
PRESCOTT VALLEY CHARTER SCHOOL,Arizona,1420,111,1306,3,1627
IMAGINE CHARTER ELEMENTARY AT CAMELBACK  INC.,Arizona,4692,1619,3071,2,3445
IMAGINE ELEMENTARY AT TEMPE  INC.,Arizona,2101,270,1814,17,3010
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SOUTH RIDGE HIGH,Arizona,3612,248,3347,17,3654
DESERT SKY COMMUNITY SCHOOL  INC.,Arizona,297,16,281,0,317
AGUA FRIA UNION HIGH SCHOOL DISTRICT,Arizona,77751,3101,23046,51604,63548
KIN DAH LICHII OLTA  INC.,Arizona,477,245,226,6,723
AGUILA ELEMENTARY DISTRICT,Arizona,2366,308,1042,1016,2264
AJO UNIFIED DISTRICT,Arizona,4304,1366,1924,1014,4328
ALHAMBRA ELEMENTARY DISTRICT,Arizona,108029,20451,58144,29434,101127
BASIS SCHOOL  INC.,Arizona,5089,42,5047,0,14426
BRADLEY ACADEMY OF EXCELLENCE  INC.,Arizona,3052,454,2598,0,3994
DESERT HEIGHTS CHARTER SCHOOLS,Arizona,5060,246,4713,101,9699
NORTHEAST ARIZONA TECHNOLOGICAL INSTITUTE OF VOCATIONAL EDUC,Arizona,2654,46,2315,293,2528
EDUCATIONAL IMPACT  INC.,Arizona,1293,0,1282,11,1388
MCCCD ON BEHALF OF PHOENIX COLLEGE PREPARATORY ACADEMY,Arizona,576,30,546,0,549
WEST-MEC - WESTERN MARICOPA EDUCATION CENTER,Arizona,26108,22,15891,10195,53843
NEW SCHOOL FOR THE ARTS MIDDLE SCHOOL,Arizona,570,11,559,0,522
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SOUTH POINTE HIGH,Arizona,3810,345,3465,0,4006
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. ALTA VISTA HIGH S,Arizona,3574,339,3235,0,3748
PINNACLE EDUCATION-MESA  INC.,Arizona,523,0,523,0,512
PINNACLE EDUCATION-TEMPE  INC.,Arizona,4894,0,4894,0,3557
PINNACLE EDUCATION-KINO  INC.,Arizona,509,0,509,0,498
PINNACLE EDUCATION-CASA GRANDE  INC.,Arizona,524,0,524,0,526
ALPINE ELEMENTARY DISTRICT,Arizona,1139,236,363,540,1185
PATRIOT ACADEMY  INC.,Arizona,678,9,669,0,664
COCHISE COMMUNITY DEVELOPMENT CORPORATION,Arizona,2900,255,2613,32,2595
CANYON ROSE ACADEMY  INC.,Arizona,2021,0,2021,0,1621
BLUEPRINT EDUCATION,Arizona,3071,254,2817,0,3054
EDKEY  INC. - REDWOOD ACADEMY,Arizona,2069,104,1958,7,2234
EDKEY  INC. - PATHFINDER ACADEMY,Arizona,1314,24,1283,7,1672
EDKEY  INC. - SEQUOIA SCHOOL FOR THE DEAF AND HARD OF HEARIN,Arizona,1763,10,1750,3,1610
EDKEY  INC. - SEQUOIA RANCH SCHOOL,Arizona,4229,542,3687,0,6130
HERITAGE ELEMENTARY SCHOOL,Arizona,5151,560,4586,5,4421
INTEGRITY EDUCATION INCORPORATED,Arizona,486,33,453,0,504
EDKEY  INC. - ARIZONA CONSERVATORY FOR ARTS AND ACADEMICS,Arizona,3070,113,2943,14,2961
VERITAS PREPARATORY ACADEMY,Arizona,4788,52,4697,39,5623
RSD CHARTER SCHOOL  INC.,Arizona,1425,112,1313,0,1416
AMPHITHEATER UNIFIED DISTRICT,Arizona,133377,13641,30909,88827,135504
ANTELOPE UNION HIGH SCHOOL DISTRICT,Arizona,3229,157,1128,1944,3349
LEGACY TRADITIONAL CHARTER SCHOOL - MARICOPA,Arizona,12695,590,12105,0,12365
EDUPRIZE SCHOOLS  LLC,Arizona,22002,0,22002,0,20786
SCOTTSDALE PREPARATORY ACADEMY,Arizona,5616,69,5529,18,6509
SAGE ACADEMY  INC.,Arizona,978,13,958,7,1051
APACHE ELEMENTARY DISTRICT,Arizona,184,18,48,118,221
CONCORDIA CHARTER SCHOOL  INC.,Arizona,946,27,913,6,1255
PIMA COUNTY JTED,Arizona,16939,190,11306,5443,15191
AMBASSADOR ACADEMY,Arizona,359,0,359,0,445
IMAGINE DESERT WEST MIDDLE  INC.,Arizona,2265,383,1882,0,1699
FREEDOM ACADEMY  INC.,Arizona,2453,35,2418,0,2579
IMAGINE CAMELBACK MIDDLE  INC.,Arizona,1254,287,967,0,1146
MESA PREPARATORY ACADEMY  INC.,Arizona,2961,34,2905,22,3232
CANDEO SCHOOLS  INC.,Arizona,3585,0,3585,0,2983
GLENDALE PREPARATORY ACADEMY,Arizona,2888,37,2842,9,3540
TEMPE PREPARATORY JUNIOR ACADEMY,Arizona,1355,0,1355,0,1428
EAGLE SOUTH MOUNTAIN CHARTER  INC.,Arizona,4108,225,3844,39,3899
UNIVERSITY PUBLIC SCHOOLS  INC.,Arizona,4261,1,4260,0,5487
IMAGINE COOLIDGE ELEMENTARY  INC.,Arizona,5036,737,4270,29,4794
PIMA PREVENTION PARTNERSHIP DBA PIMA PARTNERSHIP ACADEMY,Arizona,908,138,770,0,929
IMAGINE PREP COOLIDGE  INC.,Arizona,4624,413,4177,34,4940
IMAGINE PREP SURPRISE  INC.,Arizona,1581,75,1489,17,1927
BLUE ADOBE PROJECT,Arizona,496,5,491,0,459
MOUNTAIN INSTITUTE JTED,Arizona,1946,65,847,1034,2699
SONORAN SCIENCE ACADEMY - BROADWAY,Arizona,2356,222,2122,12,1707
SAN TAN MONTESSORI SCHOOL  INC.,Arizona,4016,173,3731,112,3195
DAISY EDUCATION CORPORATION DBA SONORAN SCIENCE ACADEMY - PH,Arizona,2076,323,1750,3,2125
PARAGON EDUCATION CORPORATION,Arizona,3454,174,3248,32,3800
IMAGINE AVONDALE ELEMENTARY  INC.,Arizona,4372,625,3468,279,4215
MATH AND SCIENCE SUCCESS ACADEMY  INC.,Arizona,2738,308,2401,29,2585
HAVEN MONTESSORI CHILDREN'S HOUSE  INC.,Arizona,406,0,406,0,400
IMAGINE PREP SUPERSTITION  INC.,Arizona,992,59,926,7,2463
AZ COMPASS SCHOOLS  INC.,Arizona,751,72,679,0,1530
WEST VALLEY ARTS AND TECHNOLOGY ACADEMY  INC.,Arizona,2308,136,2160,12,2408
KAIZEN EDUCATION FOUNDATION DBA VISTA GROVE PREPARATORY ACAD,Arizona,2672,231,2441,0,2842
PHOENIX COLLEGIATE ACADEMY  INC.,Arizona,3413,266,3145,2,5966
KAIZEN EDUCATION FOUNDATION DBA LIBERTY ARTS ACADEMY,Arizona,2245,204,2027,14,2507
APACHE JUNCTION UNIFIED DISTRICT,Arizona,39887,5300,12370,22217,33149
TELEOS PREPARATORY ACADEMY,Arizona,1559,158,1390,11,1703
VECTOR SCHOOL DISTRICT  INC.,Arizona,1330,93,1237,0,1783
MORRISON EDUCATION GROUP  INC.,Arizona,1886,70,1804,12,1860
WESTERN ARIZONA VOCATIONAL DISTRICT #50,Arizona,3222,0,1882,1340,2184
CAFA  INC. DBA LEARNING FOUNDATION AND PERFORMING ARTS ALTA,Arizona,1847,93,1749,5,2137
ACADEMY DEL SOL  INC.,Arizona,2975,5,2970,0,3004
CHALLENGE FOUNDATION ACADEMIES OF ARIZONA  INC.,Arizona,3709,0,3709,0,0
KAIZEN EDUCATION FOUNDATION DBA GILBERT ARTS PUBLIC CHARTER,Arizona,1008,158,843,7,1088
THE ODYSSEY PREPARATORY ACADEMY  INC.,Arizona,13746,228,13518,0,13707
SKYLINE GILA RIVER SCHOOLS  LLC,Arizona,1007,201,806,0,1688
IMAGINE AVONDALE MIDDLE  INC.,Arizona,1374,142,1170,62,1225
CAFA  INC. DBA LEARNING FOUNDATION AND PERFORMING ARTS GILBE,Arizona,3835,119,3716,0,4089
CHOICE ACADEMIES  INC.,Arizona,5420,73,5219,128,4501
DAISY EDUCATION CORPORATION DBA SONORAN SCIENCE ACADEMY - AH,Arizona,933,81,845,7,1026
SONORAN SCIENCE ACADEMY - DAVIS MONTHAN,Arizona,2086,532,1544,10,1483
IMAGINE SUPERSTITION MIDDLE  INC.,Arizona,759,56,697,6,938
OMBUDSMAN EDUCATIONAL SERVICES  LTD  A SUBSIDIARY OF EDUCATI,Arizona,2888,0,2888,0,2738
CAMP VERDE UNIFIED SCHOOL DISTRICT DBA SOUTH VERDE TECHNOLOG,Arizona,501,23,478,0,478
CPLC COMMUNITY SCHOOLS DBA HIAKI HIGH SCHOOL,Arizona,945,29,916,0,1125
RESEARCH BASED EDUCATION CORPORATION,Arizona,1087,150,937,0,1234
EDUCATIONAL OPTIONS FOUNDATION,Arizona,2936,149,2787,0,1509
ED AHEAD,Arizona,691,52,639,0,766
BASIS SCHOOL  INC.,Arizona,4455,62,4393,0,5775
ANTHEM PREPARATORY ACADEMY,Arizona,4586,44,4429,113,5098
COMPASS POINTS INTERNATIONAL  INC,Arizona,1320,22,1298,0,1406
PIMA PREVENTION PARTNERSHIP,Arizona,1634,164,1470,0,1702
SONORAN SCIENCE ACADEMY - PHOENIX METRO,Arizona,1116,141,972,3,1172
KAIZEN EDUCATION FOUNDATION DBA MISSION HEIGHTS PREPARATORY,Arizona,2510,96,2397,17,2640
LEADING EDGE ACADEMY MARICOPA,Arizona,2042,170,1859,13,3955
LIFELONG LEARNING RESEARCH INSTITUTE  INC.,Arizona,558,2,546,10,676
AHWATUKEE FOOTHILLS PREP EARLY COLLEGE HIGH SCHOOL  INC.,Arizona,137,0,137,0,159
ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.,Arizona,2897,81,2816,0,2074
BASIS SCHOOL  INC.,Arizona,4426,59,4367,0,10199
BASIS SCHOOL  INC.,Arizona,4540,56,4484,0,10000
BASIS SCHOOL  INC.,Arizona,3508,51,3457,0,9317
ARCHWAY CLASSICAL ACADEMY TRIVIUM,Arizona,3513,86,3265,162,3680
ARCHWAY CLASSICAL ACADEMY VERITAS,Arizona,3466,49,3176,241,4514
ARCHWAY CLASSICAL ACADEMY CHANDLER,Arizona,3401,52,3109,240,3671
ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.,Arizona,1404,38,1366,0,1214
PIMA ROSE ACADEMY  INC.,Arizona,2640,0,2640,0,2197
ARLINGTON ELEMENTARY DISTRICT,Arizona,2807,438,119,2250,2881
ARCHWAY CLASSICAL ACADEMY SCOTTSDALE,Arizona,2846,41,2552,253,3268
LEGACY TRADITIONAL SCHOOL - NORTHWEST TUCSON,Arizona,7005,297,6708,0,5504
BASIS SCHOOL  INC,Arizona,4201,52,4149,0,10972
LA TIERRA COMMUNITY SCHOOL  INC,Arizona,610,30,580,0,904
LEAD CHARTER SCHOOLS,Arizona,2322,211,2098,13,2213
SOUTH VALLEY ACADEMY  INC.,Arizona,1360,72,1288,0,1498
LEGACY TRADITIONAL SCHOOL - AVONDALE,Arizona,5160,308,4852,0,4190
PLC ARTS ACADEMY AT SCOTTSDALE  INC.,Arizona,1115,140,975,0,1139
EAGLE COLLEGE PREP II  INC. DBA EAGLE COLLEGE PREP HARMONY,Arizona,1583,95,1480,8,4229
REID TRADITIONAL SCHOOLS' PAINTED ROCK ACADEMY INC.,Arizona,3131,72,2974,85,2896
TRIVIUM PREPARATORY ACADEMY,Arizona,1684,14,1664,6,1812
KAIZEN EDUCATION FOUNDATION DBA HAVASU PREPARATORY ACADEMY,Arizona,2097,104,1982,11,2272
SOUTH PHOENIX ACADEMY INC.,Arizona,1868,131,1737,0,1180
GRAYSMARK SCHOOLS CORPORATION,Arizona,468,7,461,0,660
ATHLOS TRADITIONAL ACADEMY,Arizona,6678,182,6496,0,6203
PRESIDIO SCHOOL  INC.,Arizona,595,37,550,8,574
UNIVERSITY PUBLIC SCHOOLS  INC.,Arizona,3299,34,3265,0,3750
UNIVERSITY PUBLIC SCHOOLS  INC.,Arizona,2488,60,2428,0,2588
UNIVERSITY PUBLIC SCHOOLS  INC.,Arizona,1080,23,1057,0,1434
NORTH PHOENIX PREPARATORY ACADEMY,Arizona,1333,10,1323,0,1617
COLLABORATIVE PATHWAYS  INC.,Arizona,1016,66,943,7,877
THE PAIDEIA ACADEMIES  INC,Arizona,3850,696,3124,30,3273
HAPPY VALLEY SCHOOL  INC.,Arizona,960,2,958,0,1205
ARCHWAY CLASSICAL ACADEMY GLENDALE,Arizona,3467,52,3202,213,3718
BALL CHARTER SCHOOLS (VAL VISTA),Arizona,2128,41,1977,110,1964
OPEN DOORS COMMUNITY SCHOOL  INC.,Arizona,499,13,486,0,515
INTERNATIONAL CHARTER SCHOOL OF ARIZONA,Arizona,170,5,165,0,264
ASH CREEK ELEMENTARY DISTRICT,Arizona,596,106,40,450,546
LEGACY TRADITIONAL CHARTER SCHOOL - LAVEEN VILLAGE,Arizona,4546,270,4276,0,3739
INSTITUTE FOR TRANSFORMATIVE EDUCATION  INC.,Arizona,610,39,571,0,1130
ARCHWAY CLASSICAL ACADEMY NORTH PHOENIX,Arizona,3072,38,2871,163,3288
TUCSON COLLEGIATE PREP  INC.,Arizona,671,119,552,0,672
MARYVALE PREPARATORY ACADEMY,Arizona,1515,172,1325,18,2398
GEORGE GERVIN YOUTH CENTER  INC.,Arizona,952,70,879,3,1580
EMPOWER COLLEGE PREP,Arizona,1394,138,1256,0,1882
BASIS SCHOOL  INC.,Arizona,5816,66,5750,0,13707
SCOTTSDALE COUNTRY DAY SCHOOL,Arizona,621,14,607,0,775
SOUTHWEST LEADERSHIP ACADEMY,Arizona,2062,0,2062,0,1830
SOUTH MOUNTAIN PREPARATORY ACADEMY PUBLIC CHARTER ELEMENTARY,Arizona,901,512,380,9,1070
CAMINO MONTESSORI,Arizona,209,4,205,0,533
INCITO SCHOOLS,Arizona,1257,0,1257,0,1450
VISTA COLLEGE PREPARATORY  INC.,Arizona,352,41,310,1,815
ACADEMY OF MATHEMATICS AND SCIENCE SOUTH  INC.,Arizona,1014,132,878,4,2844
LEGACY TRADITIONAL CHARTER SCHOOLS - CASA GRANDE,Arizona,6242,315,5927,0,4710
HIRSCH ACADEMY A CHALLENGE FOUNDATION,Arizona,514,66,448,0,746
DESERT MIRAGE PREPARATORY ACADEMY PUBLIC CHARTER ELEMENTARY,Arizona,1338,495,834,9,1264
ESPIRITU COMMUNITY DEVELOPMENT CORP.,Arizona,6008,560,4890,558,5154
BASIS SCHOOL  INC,Arizona,3278,44,3234,0,10480
BASIS SCHOOL  INC.,Arizona,2399,27,2372,0,9177
LEGACY TRADITIONAL SCHOOL - GILBERT,Arizona,5346,193,4867,286,22285
THE FARM AT MISSION MONTESSORI ACADEMY,Arizona,168,0,168,0,361
EDKEY  INC. - SEQUOIA PATHWAY ACADEMY,Arizona,6406,202,6121,83,4929
ASH FORK JOINT UNIFIED DISTRICT,Arizona,3109,247,342,2520,2909
AVONDALE ELEMENTARY DISTRICT,Arizona,42250,5926,19967,16357,40325
BAGDAD UNIFIED DISTRICT,Arizona,4794,237,261,4296,4749
BALSZ ELEMENTARY DISTRICT,Arizona,22701,4870,7792,10039,24813
BEAVER CREEK ELEMENTARY DISTRICT,Arizona,3827,366,1552,1909,3567
BICENTENNIAL UNION HIGH SCHOOL DISTRICT,Arizona,2334,288,149,1897,1860
BISBEE UNIFIED DISTRICT,Arizona,7738,846,2562,4330,7499
BLUE ELEMENTARY DISTRICT,Arizona,142,51,27,64,103
BONITA ELEMENTARY DISTRICT,Arizona,1476,55,211,1210,1741
BOUSE ELEMENTARY DISTRICT,Arizona,652,25,94,533,702
BOWIE UNIFIED DISTRICT,Arizona,1446,107,181,1158,1251
BUCKEYE ELEMENTARY DISTRICT,Arizona,34405,4233,18534,11638,31576
BUCKEYE UNION HIGH SCHOOL DISTRICT,Arizona,48178,2387,11918,33873,34015
SIERRA VISTA UNIFIED DISTRICT,Arizona,40637,4346,14423,21868,39969
BULLHEAD CITY SCHOOL DISTRICT,Arizona,22649,5394,9442,7813,21170
CAMP VERDE UNIFIED DISTRICT,Arizona,11199,1701,4627,4871,11337
CANON ELEMENTARY DISTRICT,Arizona,2060,235,806,1019,2044
CARTWRIGHT ELEMENTARY DISTRICT,Arizona,133985,27015,78502,28468,140672
CASA GRANDE ELEMENTARY DISTRICT,Arizona,60875,7484,28432,24959,50904
CASA GRANDE UNION HIGH SCHOOL DISTRICT,Arizona,32624,3088,12137,17399,30399
CATALINA FOOTHILLS UNIFIED DISTRICT,Arizona,39481,1405,10104,27972,41307
CEDAR UNIFIED DISTRICT,Arizona,3662,2223,1263,176,4108
CHANDLER UNIFIED DISTRICT #80,Arizona,306368,19662,133080,153626,299232
CHEVELON BUTTE SCHOOL DISTRICT,Arizona,517,21,28,468,461
CHINLE UNIFIED DISTRICT,Arizona,52809,28877,20438,3494,61192
CLIFTON UNIFIED DISTRICT,Arizona,1063,139,90,834,1078
COCHISE ELEMENTARY DISTRICT,Arizona,1162,35,44,1083,1348
CONCHO ELEMENTARY DISTRICT,Arizona,3318,381,1585,1352,3475
CONGRESS ELEMENTARY DISTRICT,Arizona,1779,159,388,1232,1721
CONTINENTAL ELEMENTARY DISTRICT,Arizona,6320,367,1171,4782,12069
COOLIDGE UNIFIED DISTRICT,Arizona,27194,4660,12418,10116,27072
COTTONWOOD-OAK CREEK ELEMENTARY DISTRICT,Arizona,14786,2427,6063,6296,15676
CRANE ELEMENTARY DISTRICT,Arizona,44321,7405,26161,10755,38547
CREIGHTON ELEMENTARY DISTRICT,Arizona,53690,13663,24439,15588,54281
GRAHAM COUNTY SPECIAL SERVICES,Arizona,1324,499,34,791,1289
DOUBLE ADOBE ELEMENTARY DISTRICT,Arizona,485,7,309,169,606
DOUGLAS UNIFIED DISTRICT,Arizona,24878,6290,14003,4585,26991
DUNCAN UNIFIED DISTRICT,Arizona,3756,420,274,3062,3488
DYSART UNIFIED DISTRICT,Arizona,211122,17350,93780,99992,185147
MARY C O'BRIEN ACCOMMODATION DISTRICT,Arizona,5006,356,1626,3024,5021
ELFRIDA ELEMENTARY DISTRICT,Arizona,1183,130,610,443,1217
ELOY ELEMENTARY DISTRICT,Arizona,8756,2694,4487,1575,8342
FLAGSTAFF UNIFIED DISTRICT,Arizona,86639,10675,16881,59083,86155
FLORENCE UNIFIED SCHOOL DISTRICT,Arizona,63364,6632,34429,22303,58084
FLOWING WELLS UNIFIED DISTRICT,Arizona,42960,7093,18377,17490,43363
FOUNTAIN HILLS UNIFIED DISTRICT,Arizona,15940,255,3212,12473,15466
FOWLER ELEMENTARY DISTRICT,Arizona,37605,3642,16745,17218,33543
FREDONIA-MOCCASIN UNIFIED DISTRICT,Arizona,2465,510,634,1321,2393
FORT HUACHUCA ACCOMMODATION DISTRICT,Arizona,12347,6780,4893,674,10050
FORT THOMAS UNIFIED DISTRICT,Arizona,8433,4514,3198,721,8134
GADSDEN ELEMENTARY DISTRICT,Arizona,38056,11631,23930,2495,37559
GANADO UNIFIED SCHOOL DISTRICT,Arizona,18574,9209,7595,1770,17714
GILA BEND UNIFIED DISTRICT,Arizona,5287,1495,385,3407,5029
GILBERT UNIFIED DISTRICT,Arizona,285639,16384,132916,136339,269896
GLENDALE ELEMENTARY DISTRICT,Arizona,104686,18833,54938,30915,96188
